epoch,step,loss
1,1,1.7254035472869873
1,2,1.622941493988037
1,3,1.5598537921905518
1,4,1.5395392179489136
1,5,1.4989473819732666
1,6,1.4791405200958252
1,7,1.4530847072601318
1,8,1.4384183883666992
1,9,1.421658992767334
1,10,1.404545545578003
1,11,1.396470546722412
1,12,1.3807748556137085
1,13,1.3672847747802734
1,14,1.3588285446166992
1,15,1.351201057434082
1,16,1.351764440536499
2,1,1.3371827602386475
2,2,1.3384604454040527
2,3,1.3309450149536133
2,4,1.3264390230178833
2,5,1.3159842491149902
2,6,1.306282639503479
2,7,1.2997474670410156
2,8,1.2965679168701172
2,9,1.2957327365875244
2,10,1.2899103164672852
2,11,1.2769067287445068
2,12,1.2728346586227417
2,13,1.26797354221344
2,14,1.257025957107544
2,15,1.2570583820343018
3,1,1.2565242052078247
3,2,1.2490042448043823
3,3,1.2369298934936523
3,4,1.23195219039917
3,5,1.2112135887145996
3,6,1.206648826599121
3,7,1.2037100791931152
3,8,1.1913485527038574
3,9,1.179369330406189
3,10,1.1687874794006348
3,11,1.1683804988861084
3,12,1.1592965126037598
3,13,1.1593081951141357
3,14,1.1368577480316162
3,15,1.1259567737579346
4,1,1.1198465824127197
4,2,1.1108613014221191
4,3,1.0935320854187012
4,4,1.0839033126831055
4,5,1.0776898860931396
4,6,1.0740569829940796
4,7,1.0513184070587158
4,8,1.068345546722412
4,9,1.0667999982833862
4,10,1.0471138954162598
4,11,1.047926902770996
4,12,1.0276012420654297
4,13,1.0248711109161377
4,14,1.0174319744110107
4,15,1.001837968826294
5,1,1.0065422058105469
5,2,0.9898161292076111
5,3,0.9986950159072876
5,4,0.9733729362487793
5,5,0.9765716791152954
5,6,0.976477861404419
5,7,0.980077862739563
5,8,0.9615054726600647
5,9,0.9601194262504578
5,10,0.9604129791259766
5,11,0.9421885013580322
5,12,0.9537331461906433
5,13,0.9390754699707031
5,14,0.9308769106864929
5,15,0.9370770454406738
6,1,0.9274571537971497
6,2,0.920220673084259
6,3,0.895431399345398
6,4,0.9061592817306519
6,5,0.8998568058013916
6,6,0.8956650495529175
6,7,0.8864321708679199
6,8,0.8736556172370911
6,9,0.8761461973190308
6,10,0.856749951839447
6,11,0.8624334931373596
6,12,0.851076602935791
6,13,0.8516404032707214
6,14,0.8339878916740417
6,15,0.8396380543708801
7,1,0.83939528465271
7,2,0.8181625604629517
7,3,0.8061667680740356
7,4,0.8011151552200317
7,5,0.8058176636695862
7,6,0.7846236228942871
7,7,0.7779806852340698
7,8,0.7893958687782288
7,9,0.7779030203819275
7,10,0.7785326838493347
7,11,0.7663061618804932
7,12,0.7804967761039734
7,13,0.7808629274368286
7,14,0.749226987361908
7,15,0.7459036111831665
8,1,0.7393234372138977
8,2,0.7517812252044678
8,3,0.7275681495666504
8,4,0.7363675832748413
8,5,0.7198032736778259
8,6,0.7360227108001709
