epoch,step,loss
1,1,1.1194082498550415
1,2,1.0949230194091797
1,3,1.0734775066375732
1,4,1.0606372356414795
1,5,1.0498952865600586
1,6,1.033156156539917
1,7,1.0215190649032593
1,8,1.0125013589859009
1,9,1.001129388809204
1,10,0.986056923866272
1,11,0.9727091789245605
1,12,0.9559129476547241
1,13,0.9448108673095703
1,14,0.9333007335662842
1,15,0.9231008887290955
1,16,0.9091324806213379
1,17,0.9099205732345581
1,18,0.8889871835708618
1,19,0.8759585022926331
1,20,0.8588908910751343
1,21,0.8565669059753418
1,22,0.8544788360595703
1,23,0.844281792640686
1,24,0.8159478306770325
1,25,0.7971086502075195
1,26,0.8101065158843994
1,27,0.7888612747192383
1,28,0.7863856554031372
2,1,0.770808756351471
2,2,0.7762539386749268
2,3,0.7813343405723572
2,4,0.7824481725692749
2,5,0.7405811548233032
2,6,0.7379791736602783
2,7,0.7368026971817017
2,8,0.7347605228424072
2,9,0.7207167148590088
2,10,0.7205452919006348
2,11,0.7121820449829102
2,12,0.7018649578094482
2,13,0.7089871764183044
2,14,0.7175608277320862
2,15,0.7015488147735596
2,16,0.679237961769104
2,17,0.6991591453552246
2,18,0.6897847652435303
2,19,0.6749328374862671
2,20,0.6818892359733582
2,21,0.6658765077590942
2,22,0.6686514019966125
2,23,0.6920775771141052
2,24,0.707318902015686
2,25,0.651505172252655
2,26,0.6520836353302002
2,27,0.6495875716209412
3,1,0.6462805271148682
3,2,0.6513408422470093
3,3,0.642412543296814
3,4,0.639694333076477
3,5,0.660280168056488
3,6,0.6299948692321777
3,7,0.6345229148864746
3,8,0.6253756284713745
3,9,0.6376438736915588
3,10,0.6389816403388977
3,11,0.6274244785308838
3,12,0.6299607753753662
3,13,0.619157612323761
3,14,0.6261060237884521
3,15,0.6223396062850952
3,16,0.6173551678657532
3,17,0.6143909692764282
3,18,0.6198280453681946
3,19,0.6077827215194702
3,20,0.6098048686981201
3,21,0.6000629663467407
3,22,0.5955319404602051
3,23,0.6012767553329468
3,24,0.5903913974761963
3,25,0.5997946262359619
3,26,0.5808406472206116
3,27,0.5960977077484131
4,1,0.5792416930198669
4,2,0.5914905071258545
4,3,0.5827869176864624
4,4,0.5833908319473267
4,5,0.5794522166252136
4,6,0.580714762210846
4,7,0.5703111886978149
4,8,0.5695538520812988
4,9,0.573668360710144
4,10,0.5689750909805298
4,11,0.565631091594696
4,12,0.5765444040298462
4,13,0.5663631558418274
4,14,0.553356409072876
4,15,0.5490068197250366
4,16,0.5721914768218994
4,17,0.5613112449645996
4,18,0.558833122253418
4,19,0.5573557615280151
4,20,0.5492479801177979
4,21,0.5538953542709351
4,22,0.5592461228370667
4,23,0.5543735027313232
4,24,0.544891357421875
4,25,0.5488091707229614
4,26,0.548747181892395
4,27,0.5461602210998535
5,1,0.5541628003120422
5,2,0.5541796684265137
