epoch,step,loss
1,1,2.3561782836914062
1,2,2.042909622192383
1,3,1.8466920852661133
1,4,1.6491484642028809
1,5,1.4881365299224854
1,6,1.8318685293197632
2,1,1.2855907678604126
2,2,1.2146176099777222
2,3,1.25112783908844
2,4,1.0560081005096436
2,5,0.9806166291236877
3,1,0.812342643737793
3,2,0.87142014503479
3,3,0.840618371963501
3,4,0.7882255911827087
3,5,0.6153046488761902
4,1,0.5739781856536865
4,2,0.5470045804977417
4,3,0.724385142326355
4,4,0.5613040924072266
4,5,0.4983922839164734
5,1,0.5198481678962708
5,2,0.4312499761581421
5,3,0.3415799140930176
5,4,0.5498743057250977
5,5,0.5402158498764038
6,1,0.4231377840042114
6,2,0.38670021295547485
6,3,0.30591195821762085
6,4,0.40989261865615845
6,5,0.25892847776412964
7,1,0.15025976300239563
7,2,0.19613781571388245
7,3,0.23562529683113098
7,4,0.20233489573001862
7,5,0.2080848515033722
8,1,0.1392100751399994
8,2,0.21277612447738647
8,3,0.11141864955425262
8,4,0.1291806846857071
8,5,0.2886551022529602
9,1,0.1235915943980217
9,2,0.23482847213745117
9,3,0.12799027562141418
9,4,0.07393623888492584
9,5,0.1364896595478058
10,1,0.22482120990753174
10,2,0.06497365236282349
10,3,0.17576010525226593
10,4,0.08527753502130508
10,5,0.15119819343090057
11,1,0.26075035333633423
11,2,0.16637122631072998
11,3,0.07227309048175812
11,4,0.07856336981058121
11,5,0.08756482601165771
12,1,0.16485495865345
12,2,0.18729057908058167
12,3,0.07616589218378067
12,4,0.06481146812438965
12,5,0.026000233367085457
13,1,0.07527823001146317
13,2,0.3040858209133148
13,3,0.06521165370941162
13,4,0.043984536081552505
13,5,0.08211742341518402
14,1,0.1189882829785347
14,2,0.09023472666740417
14,3,0.04397778585553169
14,4,0.06575710326433182
14,5,0.0433502197265625
15,1,0.10567202419042587
15,2,0.07856981456279755
15,3,0.22400560975074768
15,4,0.020565973594784737
15,5,0.07201682776212692
16,1,0.07230204343795776
16,2,0.04011386260390282
16,3,0.21407295763492584
16,4,0.10383705794811249
16,5,0.19907692074775696
17,1,0.12706498801708221
17,2,0.07847827672958374
17,3,0.0927911028265953
17,4,0.07337217777967453
17,5,0.1123378798365593
18,1,0.0939563661813736
18,2,0.0648273229598999
18,3,0.0648186057806015
18,4,0.02528427541255951
18,5,0.290121853351593
19,1,0.059417083859443665
19,2,0.021856360137462616
19,3,0.07135869562625885
19,4,0.051695019006729126
19,5,0.060881465673446655
20,1,0.1768067181110382
20,2,0.035460613667964935
20,3,0.18521171808242798
20,4,0.03551654517650604
20,5,0.023406699299812317
21,1,0.0618017204105854
21,2,0.024529002606868744
21,3,0.010714752599596977
21,4,0.03895564377307892
21,5,0.030530311167240143
22,1,0.032405875623226166
22,2,0.03253835812211037
22,3,0.13354766368865967
22,4,0.08685382455587387
22,5,0.2228856086730957
23,1,0.17353934049606323
23,2,0.025016453117132187
23,3,0.0522557869553566
23,4,0.18343451619148254
23,5,0.01626703329384327
24,1,0.019948508590459824
24,2,0.013355814851820469
24,3,0.04869610443711281
24,4,0.022063206881284714
24,5,0.019881855696439743
25,1,0.046200916171073914
25,2,0.22324520349502563
25,3,0.056247398257255554
25,4,0.06965495645999908
25,5,0.10367752611637115
26,1,0.039451174437999725
26,2,0.019840672612190247
26,3,0.05354992300271988
26,4,0.08968108892440796
26,5,0.01680913008749485
27,1,0.1601944863796234
27,2,0.04675780236721039
27,3,0.021076086908578873
27,4,0.01012123841792345
27,5,0.3491726517677307
28,1,0.04426100105047226
28,2,0.07375267893075943
28,3,0.13762378692626953
28,4,0.01669328659772873
28,5,0.03598053753376007
29,1,0.1421414464712143
29,2,0.03027191571891308
29,3,0.08353333920240402
29,4,0.015423230826854706
29,5,0.03249242156744003
30,1,0.10896827280521393
30,2,0.02318422868847847
30,3,0.037068381905555725
30,4,0.029102645814418793
30,5,0.08791299909353256
31,1,0.07758330553770065
31,2,0.06761579215526581
31,3,0.011945543810725212
31,4,0.013765226118266582
31,5,0.032671231776475906
32,1,0.036959901452064514
32,2,0.1461653709411621
32,3,0.020955177024006844
32,4,0.14292141795158386
32,5,0.023051079362630844
33,1,0.0542391762137413
33,2,0.030936865136027336
33,3,0.014909817837178707
33,4,0.06437715888023376
33,5,0.033638641238212585
34,1,0.047979820519685745
34,2,0.005316787399351597
34,3,0.01747257076203823
34,4,0.1937287151813507
34,5,0.13030953705310822
35,1,0.011268655769526958
35,2,0.008849824778735638
35,3,0.10143458843231201
35,4,0.06638861447572708
35,5,0.14827373623847961
36,1,0.05941472202539444
36,2,0.004054635297507048
36,3,0.17189019918441772
36,4,0.006301115732640028
36,5,0.17156296968460083
37,1,0.026084179058670998
37,2,0.06778734177350998
37,3,0.04195858910679817
37,4,0.021472904831171036
37,5,0.10544651001691818
38,1,0.0112689770758152
38,2,0.051106344908475876
38,3,0.05993901193141937
38,4,0.012371953576803207
38,5,0.04188036918640137
39,1,0.023852746933698654
39,2,0.030935579910874367
39,3,0.08822305500507355
39,4,0.015599368140101433
39,5,0.022380270063877106
40,1,0.06436719000339508
40,2,0.09722469002008438
40,3,0.016436878591775894
40,4,0.0447077751159668
40,5,0.028826097026467323
41,1,0.009380940347909927
41,2,0.31337955594062805
41,3,0.009613924659788609
41,4,0.09523603320121765
41,5,0.06561633944511414
42,1,0.04651160165667534
42,2,0.005689458455890417
42,3,0.04789469391107559
42,4,0.058376606553792953
42,5,0.028461460024118423
43,1,0.02883152663707733
43,2,0.12040913105010986
43,3,0.13350574672222137
43,4,0.04506634175777435
43,5,0.016108045354485512
44,1,0.006749366410076618
44,2,0.015306922607123852
44,3,0.17281952500343323
44,4,0.035887159407138824
44,5,0.11464819312095642
45,1,0.1384928822517395
45,2,0.2044842392206192
45,3,0.011830484494566917
45,4,0.00796853844076395
45,5,0.02091582864522934
46,1,0.03216644749045372
46,2,0.028716742992401123
46,3,0.010149766691029072
46,4,0.023347459733486176
46,5,0.010100631043314934
47,1,0.01688631996512413
47,2,0.12194773554801941
47,3,0.018874583765864372
47,4,0.013525798916816711
47,5,0.011453959159553051
48,1,0.10775209218263626
48,2,0.03611796721816063
48,3,0.0077984207309782505
48,4,0.02705208584666252
48,5,0.007106363773345947
49,1,0.007413654588162899
49,2,0.07228391617536545
49,3,0.008753528818488121
49,4,0.0661931186914444
49,5,0.012100818566977978
50,1,0.019314667209982872
50,2,0.01787649840116501
50,3,0.1318289190530777
50,4,0.013855591416358948
50,5,0.08761640638113022
51,1,0.0057314662262797356
51,2,0.09556251764297485
51,3,0.06475548446178436
51,4,0.10569963604211807
51,5,0.006013480015099049
52,1,0.07934370636940002
52,2,0.0038248379714787006
52,3,0.15804055333137512
52,4,0.03767765313386917
52,5,0.01141477283090353
53,1,0.06766308099031448
53,2,0.0797504335641861
53,3,0.011953634209930897
53,4,0.012951052747666836
53,5,0.027409402653574944
54,1,0.0070644463412463665
54,2,0.00992069486528635
54,3,0.07324689626693726
54,4,0.007683176547288895
54,5,0.13642410933971405
55,1,0.12325023859739304
55,2,0.21380697190761566
55,3,0.010104228742420673
55,4,0.03786488249897957
55,5,0.07812032103538513
56,1,0.010709431022405624
56,2,0.11460158228874207
56,3,0.01596783474087715
56,4,0.011956483125686646
56,5,0.07958554476499557
57,1,0.0062679145485162735
57,2,0.007119220681488514
57,3,0.019889576360583305
57,4,0.047840747982263565
57,5,0.009728142991662025
58,1,0.01918085291981697
58,2,0.005633411463350058
58,3,0.0040114158764481544
58,4,0.018239134922623634
58,5,0.02759944461286068
59,1,0.0062816268764436245
59,2,0.016099268570542336
59,3,0.026771221309900284
59,4,0.008505741134285927
59,5,0.046445637941360474
60,1,0.05603181943297386
60,2,0.03640597313642502
60,3,0.011640896089375019
60,4,0.014772322028875351
60,5,0.018875079229474068
61,1,0.05059140548110008
61,2,0.0252617746591568
61,3,0.018020400777459145
61,4,0.020414119586348534
61,5,0.09178341180086136
62,1,0.015941962599754333
62,2,0.07652685791254044
62,3,0.006698343902826309
62,4,0.0052443454042077065
62,5,0.028896693140268326
63,1,0.008152112364768982
63,2,0.009069859981536865
63,3,0.0043694511987268925
63,4,0.09675326943397522
63,5,0.017996560782194138
64,1,0.01409468986093998
64,2,0.01679305173456669
64,3,0.004918736405670643
64,4,0.04557916149497032
64,5,0.006740892305970192
65,1,0.1454944759607315
65,2,0.05130332335829735
65,3,0.1257437765598297
65,4,0.00484481081366539
65,5,0.06185431778430939
66,1,0.07470347732305527
66,2,0.07612938433885574
66,3,0.008488926105201244
66,4,0.08138363063335419
66,5,0.0028555570170283318
67,1,0.044026345014572144
67,2,0.008154679089784622
67,3,0.09828668087720871
67,4,0.005898280534893274
67,5,0.004506814759224653
68,1,0.11558923870325089
68,2,0.029616205021739006
68,3,0.04644593596458435
68,4,0.013948610052466393
68,5,0.0035351086407899857
69,1,0.007469309028238058
69,2,0.006404081825166941
69,3,0.03232189267873764
69,4,0.012249277904629707
69,5,0.018231961876153946
70,1,0.003988230600953102
70,2,0.04249638319015503
70,3,0.014859527349472046
70,4,0.019906848669052124
70,5,0.0728059709072113
71,1,0.003491655457764864
71,2,0.03389877825975418
71,3,0.03460010141134262
71,4,0.02376507967710495
71,5,0.04503168165683746
72,1,0.005688747391104698
72,2,0.03683749586343765
72,3,0.004866540431976318
72,4,0.10283166915178299
72,5,0.01206657662987709
73,1,0.008598802611231804
73,2,0.01713683269917965
73,3,0.00666394829750061
73,4,0.0017637996934354305
73,5,0.06042267754673958
74,1,0.004922532942146063
74,2,0.01794923096895218
74,3,0.005979720037430525
74,4,0.004536234773695469
74,5,0.014564752578735352
75,1,0.008106792345643044
75,2,0.17380943894386292
75,3,0.1022573858499527
75,4,0.11724303662776947
75,5,0.0035969666205346584
76,1,0.012736770324409008
76,2,0.0389677956700325
76,3,0.03704370558261871
76,4,0.2419365644454956
76,5,0.003660463262349367
77,1,0.007169600576162338
77,2,0.02954811602830887
77,3,0.02572871744632721
77,4,0.014431104063987732
77,5,0.004436762072145939
78,1,0.002993222326040268
78,2,0.006569461431354284
78,3,0.008887669071555138
78,4,0.015084797516465187
78,5,0.04080132767558098
79,1,0.0026123602874577045
79,2,0.03694241866469383
79,3,0.008759012445807457
79,4,0.0042002443224191666
79,5,0.05971717834472656
80,1,0.005290044937282801
80,2,0.003560528624802828
80,3,0.004824922885745764
80,4,0.055817700922489166
80,5,0.009566722437739372
81,1,0.06560327112674713
81,2,0.008985789492726326
81,3,0.004602143540978432
81,4,0.0165316890925169
81,5,0.023195309564471245
82,1,0.002184620127081871
82,2,0.004877237603068352
82,3,0.01130545511841774
82,4,0.0153973288834095
